1.3203 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
160.5722 	EXP 	New trial (rep=0, index=53): {'item_no': 35, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '15in', 'file_path': 'images/pointed_maps_images/15in.jpeg'}
160.5900 	DATA 	Keypress: space
160.6021 	EXP 	sentence_text: autoDraw = False
160.6021 	EXP 	image: autoDraw = False
160.6021 	EXP 	question_text: autoDraw = False
160.6021 	EXP 	slider: autoDraw = False
160.6021 	EXP 	trial_counter_text: autoDraw = False
160.6021 	EXP 	spacebar_text: autoDraw = False
160.6021 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
160.6021 	EXP 	image: image = 'images/pointed_maps_images/15in.jpeg'
160.6021 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
160.6021 	EXP 	slider: markerPos = None
160.6021 	EXP 	slider: markerPos = None
160.6021 	EXP 	trial_counter_text: height = 0.025
160.6021 	EXP 	trial_counter_text: height = 0.025
160.6021 	EXP 	trial_counter_text: height = 0.025
160.6021 	EXP 	trial_counter_text: text = 'Trial 54 of 80'
160.6021 	EXP 	sentence_text: autoDraw = True
160.6021 	EXP 	image: autoDraw = True
160.6021 	EXP 	question_text: autoDraw = True
160.6021 	EXP 	slider: autoDraw = True
160.6021 	EXP 	trial_counter_text: autoDraw = True
160.6021 	EXP 	spacebar_text: autoDraw = True
160.6021 	EXP 	slider: markerPos = 1.6041666666666665
160.6130 	EXP 	slider: markerPos = 1.6041666666666665
160.6240 	EXP 	slider: markerPos = 1.6041666666666665
160.6369 	EXP 	slider: markerPos = 1.6041666666666665
160.6434 	DATA 	Mouse:  Left button up, pos=(818,129)
160.6538 	EXP 	slider: markerPos = 1.6041666666666665
160.6709 	EXP 	slider: markerPos = 1.6041666666666665
160.7069 	DATA 	Mouse: Left button down, pos=(818,129)
160.7208 	EXP 	slider: markerPos = 1.6041666666666665
160.7322 	DATA 	Keypress: space
160.7381 	EXP 	slider: markerPos = 1.6041666666666665
160.7400 	EXP 	New trial (rep=0, index=54): {'item_no': 3, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '3is', 'file_path': 'images/pointed_maps_images/3is.jpeg'}
160.7638 	EXP 	sentence_text: autoDraw = False
160.7638 	EXP 	image: autoDraw = False
160.7638 	EXP 	question_text: autoDraw = False
160.7638 	EXP 	slider: autoDraw = False
160.7638 	EXP 	trial_counter_text: autoDraw = False
160.7638 	EXP 	spacebar_text: autoDraw = False
160.7638 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
160.7638 	EXP 	image: image = 'images/pointed_maps_images/3is.jpeg'
160.7638 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
160.7638 	EXP 	slider: markerPos = None
160.7638 	EXP 	slider: markerPos = None
160.7638 	EXP 	trial_counter_text: height = 0.025
160.7638 	EXP 	trial_counter_text: height = 0.025
160.7638 	EXP 	trial_counter_text: height = 0.025
160.7638 	EXP 	trial_counter_text: text = 'Trial 55 of 80'
160.7638 	EXP 	sentence_text: autoDraw = True
160.7638 	EXP 	image: autoDraw = True
160.7638 	EXP 	question_text: autoDraw = True
160.7638 	EXP 	slider: autoDraw = True
160.7638 	EXP 	trial_counter_text: autoDraw = True
160.7638 	EXP 	spacebar_text: autoDraw = True
160.7638 	EXP 	slider: markerPos = 1.6041666666666665
160.7744 	EXP 	slider: markerPos = 1.6041666666666665
160.7869 	EXP 	slider: markerPos = 1.6041666666666665
160.7946 	DATA 	Mouse:  Left button up, pos=(818,129)
160.8039 	EXP 	slider: markerPos = 1.6041666666666665
160.8208 	EXP 	slider: markerPos = 1.6041666666666665
160.8777 	DATA 	Mouse: Left button down, pos=(818,129)
160.8968 	DATA 	Keypress: space
160.9036 	EXP 	slider: markerPos = 1.6041666666666665
160.9055 	EXP 	New trial (rep=0, index=55): {'item_no': 23, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '3in', 'file_path': 'images/pointed_maps_images/3in.jpeg'}
160.9288 	EXP 	sentence_text: autoDraw = False
160.9288 	EXP 	image: autoDraw = False
160.9288 	EXP 	question_text: autoDraw = False
160.9288 	EXP 	slider: autoDraw = False
160.9288 	EXP 	trial_counter_text: autoDraw = False
160.9288 	EXP 	spacebar_text: autoDraw = False
160.9288 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
160.9288 	EXP 	image: image = 'images/pointed_maps_images/3in.jpeg'
160.9288 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
160.9288 	EXP 	slider: markerPos = None
160.9288 	EXP 	slider: markerPos = None
160.9288 	EXP 	trial_counter_text: height = 0.025
160.9288 	EXP 	trial_counter_text: height = 0.025
160.9288 	EXP 	trial_counter_text: height = 0.025
160.9288 	EXP 	trial_counter_text: text = 'Trial 56 of 80'
160.9288 	EXP 	sentence_text: autoDraw = True
160.9288 	EXP 	image: autoDraw = True
160.9288 	EXP 	question_text: autoDraw = True
160.9288 	EXP 	slider: autoDraw = True
160.9288 	EXP 	trial_counter_text: autoDraw = True
160.9288 	EXP 	spacebar_text: autoDraw = True
160.9288 	EXP 	slider: markerPos = 1.6041666666666665
160.9385 	EXP 	slider: markerPos = 1.6041666666666665
160.9535 	EXP 	slider: markerPos = 1.6041666666666665
160.9705 	EXP 	slider: markerPos = 1.6041666666666665
160.9784 	DATA 	Mouse:  Left button up, pos=(818,129)
160.9868 	EXP 	slider: markerPos = 1.6041666666666665
161.0040 	EXP 	slider: markerPos = 1.6041666666666665
161.0402 	DATA 	Mouse: Left button down, pos=(818,129)
161.0536 	EXP 	slider: markerPos = 1.6041666666666665
161.0554 	EXP 	New trial (rep=0, index=56): {'item_no': 52, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '12cn', 'file_path': 'images/pointed_maps_images/12cn.jpeg'}
161.0728 	DATA 	Keypress: space
161.0823 	EXP 	sentence_text: autoDraw = False
161.0823 	EXP 	image: autoDraw = False
161.0823 	EXP 	question_text: autoDraw = False
161.0823 	EXP 	slider: autoDraw = False
161.0823 	EXP 	trial_counter_text: autoDraw = False
161.0823 	EXP 	spacebar_text: autoDraw = False
161.0823 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.0823 	EXP 	image: image = 'images/pointed_maps_images/12cn.jpeg'
161.0823 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.0823 	EXP 	slider: markerPos = None
161.0823 	EXP 	slider: markerPos = None
161.0823 	EXP 	trial_counter_text: height = 0.025
161.0823 	EXP 	trial_counter_text: height = 0.025
161.0823 	EXP 	trial_counter_text: height = 0.025
161.0823 	EXP 	trial_counter_text: text = 'Trial 57 of 80'
161.0823 	EXP 	sentence_text: autoDraw = True
161.0823 	EXP 	image: autoDraw = True
161.0823 	EXP 	question_text: autoDraw = True
161.0823 	EXP 	slider: autoDraw = True
161.0823 	EXP 	trial_counter_text: autoDraw = True
161.0823 	EXP 	spacebar_text: autoDraw = True
161.0823 	EXP 	slider: markerPos = 1.6041666666666665
161.0931 	EXP 	slider: markerPos = 1.6041666666666665
161.1223 	EXP 	slider: markerPos = 1.6041666666666665
161.1371 	EXP 	slider: markerPos = 1.6041666666666665
161.1446 	DATA 	Mouse:  Left button up, pos=(818,129)
161.1540 	EXP 	slider: markerPos = 1.6041666666666665
161.1707 	EXP 	slider: markerPos = 1.6041666666666665
161.2070 	DATA 	Mouse: Left button down, pos=(818,129)
161.2201 	EXP 	slider: markerPos = 1.6041666666666665
161.2220 	EXP 	New trial (rep=0, index=57): {'item_no': 60, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '20cn', 'file_path': 'images/pointed_maps_images/20cn.jpeg'}
161.2394 	DATA 	Keypress: space
161.2490 	EXP 	sentence_text: autoDraw = False
161.2490 	EXP 	image: autoDraw = False
161.2490 	EXP 	question_text: autoDraw = False
161.2490 	EXP 	slider: autoDraw = False
161.2490 	EXP 	trial_counter_text: autoDraw = False
161.2490 	EXP 	spacebar_text: autoDraw = False
161.2490 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.2490 	EXP 	image: image = 'images/pointed_maps_images/20cn.jpeg'
161.2490 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.2490 	EXP 	slider: markerPos = None
161.2490 	EXP 	slider: markerPos = None
161.2490 	EXP 	trial_counter_text: height = 0.025
161.2490 	EXP 	trial_counter_text: height = 0.025
161.2490 	EXP 	trial_counter_text: height = 0.025
161.2490 	EXP 	trial_counter_text: text = 'Trial 58 of 80'
161.2490 	EXP 	sentence_text: autoDraw = True
161.2490 	EXP 	image: autoDraw = True
161.2490 	EXP 	question_text: autoDraw = True
161.2490 	EXP 	slider: autoDraw = True
161.2490 	EXP 	trial_counter_text: autoDraw = True
161.2490 	EXP 	spacebar_text: autoDraw = True
161.2490 	EXP 	slider: markerPos = 1.6041666666666665
161.2599 	EXP 	slider: markerPos = 1.6041666666666665
161.2706 	EXP 	slider: markerPos = 1.6041666666666665
161.2868 	EXP 	slider: markerPos = 1.6041666666666665
161.3035 	EXP 	slider: markerPos = 1.6041666666666665
161.3100 	DATA 	Mouse:  Left button up, pos=(818,129)
161.3209 	EXP 	slider: markerPos = 1.6041666666666665
161.3372 	EXP 	slider: markerPos = 1.6041666666666665
161.3730 	DATA 	Mouse: Left button down, pos=(818,129)
161.3870 	EXP 	slider: markerPos = 1.6041666666666665
161.3976 	DATA 	Keypress: space
161.4037 	EXP 	slider: markerPos = 1.6041666666666665
161.4055 	EXP 	New trial (rep=0, index=58): {'item_no': 11, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '11is', 'file_path': 'images/pointed_maps_images/11is.jpeg'}
161.4281 	EXP 	sentence_text: autoDraw = False
161.4281 	EXP 	image: autoDraw = False
161.4281 	EXP 	question_text: autoDraw = False
161.4281 	EXP 	slider: autoDraw = False
161.4281 	EXP 	trial_counter_text: autoDraw = False
161.4281 	EXP 	spacebar_text: autoDraw = False
161.4281 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.4281 	EXP 	image: image = 'images/pointed_maps_images/11is.jpeg'
161.4281 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.4281 	EXP 	slider: markerPos = None
161.4281 	EXP 	slider: markerPos = None
161.4281 	EXP 	trial_counter_text: height = 0.025
161.4281 	EXP 	trial_counter_text: height = 0.025
161.4281 	EXP 	trial_counter_text: height = 0.025
161.4281 	EXP 	trial_counter_text: text = 'Trial 59 of 80'
161.4281 	EXP 	sentence_text: autoDraw = True
161.4281 	EXP 	image: autoDraw = True
161.4281 	EXP 	question_text: autoDraw = True
161.4281 	EXP 	slider: autoDraw = True
161.4281 	EXP 	trial_counter_text: autoDraw = True
161.4281 	EXP 	spacebar_text: autoDraw = True
161.4281 	EXP 	slider: markerPos = 1.6041666666666665
161.4384 	EXP 	slider: markerPos = 1.6041666666666665
161.4537 	EXP 	slider: markerPos = 1.6041666666666665
161.4701 	EXP 	slider: markerPos = 1.6041666666666665
161.4777 	DATA 	Mouse:  Left button up, pos=(818,129)
161.4870 	EXP 	slider: markerPos = 1.6041666666666665
161.5039 	EXP 	slider: markerPos = 1.6041666666666665
161.5566 	DATA 	Mouse: Left button down, pos=(818,129)
161.5661 	DATA 	Keypress: space
161.5714 	EXP 	slider: markerPos = 1.6041666666666665
161.5733 	EXP 	New trial (rep=0, index=59): {'item_no': 59, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '19cs', 'file_path': 'images/pointed_maps_images/19cs.jpeg'}
161.5974 	EXP 	sentence_text: autoDraw = False
161.5974 	EXP 	image: autoDraw = False
161.5974 	EXP 	question_text: autoDraw = False
161.5974 	EXP 	slider: autoDraw = False
161.5974 	EXP 	trial_counter_text: autoDraw = False
161.5974 	EXP 	spacebar_text: autoDraw = False
161.5974 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.5974 	EXP 	image: image = 'images/pointed_maps_images/19cs.jpeg'
161.5974 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.5974 	EXP 	slider: markerPos = None
161.5974 	EXP 	slider: markerPos = None
161.5974 	EXP 	trial_counter_text: height = 0.025
161.5974 	EXP 	trial_counter_text: height = 0.025
161.5974 	EXP 	trial_counter_text: height = 0.025
161.5974 	EXP 	trial_counter_text: text = 'Trial 60 of 80'
161.5974 	EXP 	sentence_text: autoDraw = True
161.5974 	EXP 	image: autoDraw = True
161.5974 	EXP 	question_text: autoDraw = True
161.5974 	EXP 	slider: autoDraw = True
161.5974 	EXP 	trial_counter_text: autoDraw = True
161.5974 	EXP 	spacebar_text: autoDraw = True
161.5974 	EXP 	slider: markerPos = 1.6041666666666665
161.6081 	EXP 	slider: markerPos = 1.6041666666666665
161.6205 	EXP 	slider: markerPos = 1.6041666666666665
161.6371 	EXP 	slider: markerPos = 1.6041666666666665
161.6396 	DATA 	Mouse:  Left button up, pos=(818,129)
161.6538 	EXP 	slider: markerPos = 1.6041666666666665
161.7232 	DATA 	Mouse: Left button down, pos=(818,129)
161.7368 	EXP 	slider: markerPos = 1.6041666666666665
161.7386 	EXP 	New trial (rep=0, index=60): {'item_no': 79, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '19cn', 'file_path': 'images/pointed_maps_images/19cn.jpeg'}
161.7559 	DATA 	Keypress: space
161.7656 	EXP 	sentence_text: autoDraw = False
161.7656 	EXP 	image: autoDraw = False
161.7656 	EXP 	question_text: autoDraw = False
161.7656 	EXP 	slider: autoDraw = False
161.7656 	EXP 	trial_counter_text: autoDraw = False
161.7656 	EXP 	spacebar_text: autoDraw = False
161.7656 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.7656 	EXP 	image: image = 'images/pointed_maps_images/19cn.jpeg'
161.7656 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.7656 	EXP 	slider: markerPos = None
161.7656 	EXP 	slider: markerPos = None
161.7656 	EXP 	trial_counter_text: height = 0.025
161.7656 	EXP 	trial_counter_text: height = 0.025
161.7656 	EXP 	trial_counter_text: height = 0.025
161.7656 	EXP 	trial_counter_text: text = 'Trial 61 of 80'
161.7656 	EXP 	sentence_text: autoDraw = True
161.7656 	EXP 	image: autoDraw = True
161.7656 	EXP 	question_text: autoDraw = True
161.7656 	EXP 	slider: autoDraw = True
161.7656 	EXP 	trial_counter_text: autoDraw = True
161.7656 	EXP 	spacebar_text: autoDraw = True
161.7656 	EXP 	slider: markerPos = 1.6041666666666665
161.7764 	EXP 	slider: markerPos = 1.6041666666666665
161.7875 	EXP 	slider: markerPos = 1.6041666666666665
161.8034 	EXP 	slider: markerPos = 1.6041666666666665
161.8097 	DATA 	Mouse:  Left button up, pos=(818,129)
161.8202 	EXP 	slider: markerPos = 1.6041666666666665
161.8371 	EXP 	slider: markerPos = 1.6041666666666665
161.8945 	DATA 	Mouse: Left button down, pos=(818,129)
161.8977 	DATA 	Keypress: space
161.9054 	EXP 	New trial (rep=0, index=61): {'item_no': 72, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '12is', 'file_path': 'images/pointed_maps_images/12is.jpeg'}
161.9295 	EXP 	sentence_text: autoDraw = False
161.9295 	EXP 	image: autoDraw = False
161.9295 	EXP 	question_text: autoDraw = False
161.9295 	EXP 	slider: autoDraw = False
161.9295 	EXP 	trial_counter_text: autoDraw = False
161.9295 	EXP 	spacebar_text: autoDraw = False
161.9295 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
161.9295 	EXP 	image: image = 'images/pointed_maps_images/12is.jpeg'
161.9295 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
161.9295 	EXP 	slider: markerPos = None
161.9295 	EXP 	slider: markerPos = None
161.9295 	EXP 	trial_counter_text: height = 0.025
161.9295 	EXP 	trial_counter_text: height = 0.025
161.9295 	EXP 	trial_counter_text: height = 0.025
161.9295 	EXP 	trial_counter_text: text = 'Trial 62 of 80'
161.9295 	EXP 	sentence_text: autoDraw = True
161.9295 	EXP 	image: autoDraw = True
161.9295 	EXP 	question_text: autoDraw = True
161.9295 	EXP 	slider: autoDraw = True
161.9295 	EXP 	trial_counter_text: autoDraw = True
161.9295 	EXP 	spacebar_text: autoDraw = True
161.9295 	EXP 	slider: markerPos = 1.6041666666666665
161.9404 	EXP 	slider: markerPos = 1.6041666666666665
161.9533 	EXP 	slider: markerPos = 1.6041666666666665
161.9704 	EXP 	slider: markerPos = 1.6041666666666665
161.9785 	DATA 	Mouse:  Left button up, pos=(818,129)
161.9868 	EXP 	slider: markerPos = 1.6041666666666665
162.0039 	EXP 	slider: markerPos = 1.6041666666666665
162.0601 	DATA 	Mouse: Left button down, pos=(818,129)
162.0816 	DATA 	Keypress: space
162.0874 	EXP 	slider: markerPos = 1.6041666666666665
162.0892 	EXP 	New trial (rep=0, index=62): {'item_no': 76, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '16is', 'file_path': 'images/pointed_maps_images/16is.jpeg'}
162.1123 	EXP 	sentence_text: autoDraw = False
162.1123 	EXP 	image: autoDraw = False
162.1123 	EXP 	question_text: autoDraw = False
162.1123 	EXP 	slider: autoDraw = False
162.1123 	EXP 	trial_counter_text: autoDraw = False
162.1123 	EXP 	spacebar_text: autoDraw = False
162.1123 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
162.1123 	EXP 	image: image = 'images/pointed_maps_images/16is.jpeg'
162.1123 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
162.1123 	EXP 	slider: markerPos = None
162.1123 	EXP 	slider: markerPos = None
162.1123 	EXP 	trial_counter_text: height = 0.025
162.1123 	EXP 	trial_counter_text: height = 0.025
162.1123 	EXP 	trial_counter_text: height = 0.025
162.1123 	EXP 	trial_counter_text: text = 'Trial 63 of 80'
162.1123 	EXP 	sentence_text: autoDraw = True
162.1123 	EXP 	image: autoDraw = True
162.1123 	EXP 	question_text: autoDraw = True
162.1123 	EXP 	slider: autoDraw = True
162.1123 	EXP 	trial_counter_text: autoDraw = True
162.1123 	EXP 	spacebar_text: autoDraw = True
162.1123 	EXP 	slider: markerPos = 1.6041666666666665
162.1233 	EXP 	slider: markerPos = 1.6041666666666665
162.1369 	EXP 	slider: markerPos = 1.6041666666666665
162.1436 	DATA 	Mouse:  Left button up, pos=(818,129)
162.1539 	EXP 	slider: markerPos = 1.6041666666666665
162.1707 	EXP 	slider: markerPos = 1.6041666666666665
162.2278 	DATA 	Mouse: Left button down, pos=(818,129)
162.2388 	EXP 	New trial (rep=0, index=63): {'item_no': 6, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '6cn', 'file_path': 'images/pointed_maps_images/6cn.jpeg'}
162.2564 	DATA 	Keypress: space
162.2659 	EXP 	sentence_text: autoDraw = False
162.2659 	EXP 	image: autoDraw = False
162.2659 	EXP 	question_text: autoDraw = False
162.2659 	EXP 	slider: autoDraw = False
162.2659 	EXP 	trial_counter_text: autoDraw = False
162.2659 	EXP 	spacebar_text: autoDraw = False
162.2659 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
162.2659 	EXP 	image: image = 'images/pointed_maps_images/6cn.jpeg'
162.2659 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
162.2659 	EXP 	slider: markerPos = None
162.2659 	EXP 	slider: markerPos = None
162.2659 	EXP 	trial_counter_text: height = 0.025
162.2659 	EXP 	trial_counter_text: height = 0.025
162.2659 	EXP 	trial_counter_text: height = 0.025
162.2659 	EXP 	trial_counter_text: text = 'Trial 64 of 80'
162.2659 	EXP 	sentence_text: autoDraw = True
162.2659 	EXP 	image: autoDraw = True
162.2659 	EXP 	question_text: autoDraw = True
162.2659 	EXP 	slider: autoDraw = True
162.2659 	EXP 	trial_counter_text: autoDraw = True
162.2659 	EXP 	spacebar_text: autoDraw = True
162.2659 	EXP 	slider: markerPos = 1.6041666666666665
162.2763 	EXP 	slider: markerPos = 1.6041666666666665
162.2865 	EXP 	slider: markerPos = 1.6041666666666665
162.3037 	EXP 	slider: markerPos = 1.6041666666666665
162.3203 	EXP 	slider: markerPos = 1.6041666666666665
162.3225 	DATA 	Mouse:  Left button up, pos=(818,129)
162.3374 	EXP 	slider: markerPos = 1.6041666666666665
162.4066 	DATA 	Mouse: Left button down, pos=(818,129)
162.4159 	DATA 	Keypress: space
162.4219 	EXP 	slider: markerPos = 1.6041666666666665
162.4240 	EXP 	New trial (rep=0, index=64): {'item_no': 42, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '2in', 'file_path': 'images/pointed_maps_images/2in.jpeg'}
162.4478 	EXP 	sentence_text: autoDraw = False
162.4478 	EXP 	image: autoDraw = False
162.4478 	EXP 	question_text: autoDraw = False
162.4478 	EXP 	slider: autoDraw = False
162.4478 	EXP 	trial_counter_text: autoDraw = False
162.4478 	EXP 	spacebar_text: autoDraw = False
162.4478 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
162.4478 	EXP 	image: image = 'images/pointed_maps_images/2in.jpeg'
162.4478 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
162.4478 	EXP 	slider: markerPos = None
162.4478 	EXP 	slider: markerPos = None
162.4478 	EXP 	trial_counter_text: height = 0.025
162.4478 	EXP 	trial_counter_text: height = 0.025
162.4478 	EXP 	trial_counter_text: height = 0.025
162.4478 	EXP 	trial_counter_text: text = 'Trial 65 of 80'
162.4478 	EXP 	sentence_text: autoDraw = True
162.4478 	EXP 	image: autoDraw = True
162.4478 	EXP 	question_text: autoDraw = True
162.4478 	EXP 	slider: autoDraw = True
162.4478 	EXP 	trial_counter_text: autoDraw = True
162.4478 	EXP 	spacebar_text: autoDraw = True
162.4478 	EXP 	slider: markerPos = 1.6041666666666665
162.4581 	EXP 	slider: markerPos = 1.6041666666666665
162.4696 	EXP 	slider: markerPos = 1.6041666666666665
162.4872 	EXP 	slider: markerPos = 1.6041666666666665
162.4896 	DATA 	Mouse:  Left button up, pos=(818,129)
162.5040 	EXP 	slider: markerPos = 1.6041666666666665
162.5733 	DATA 	Mouse: Left button down, pos=(818,129)
162.5872 	EXP 	slider: markerPos = 1.6041666666666665
162.5975 	DATA 	Keypress: space
162.6042 	EXP 	slider: markerPos = 1.6041666666666665
162.6060 	EXP 	New trial (rep=0, index=65): {'item_no': 1, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '1cs', 'file_path': 'images/pointed_maps_images/1cs.jpeg'}
162.6304 	EXP 	sentence_text: autoDraw = False
162.6304 	EXP 	image: autoDraw = False
162.6304 	EXP 	question_text: autoDraw = False
162.6304 	EXP 	slider: autoDraw = False
162.6304 	EXP 	trial_counter_text: autoDraw = False
162.6304 	EXP 	spacebar_text: autoDraw = False
162.6304 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
162.6304 	EXP 	image: image = 'images/pointed_maps_images/1cs.jpeg'
162.6304 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
162.6304 	EXP 	slider: markerPos = None
162.6304 	EXP 	slider: markerPos = None
162.6304 	EXP 	trial_counter_text: height = 0.025
162.6304 	EXP 	trial_counter_text: height = 0.025
162.6304 	EXP 	trial_counter_text: height = 0.025
162.6304 	EXP 	trial_counter_text: text = 'Trial 66 of 80'
162.6304 	EXP 	sentence_text: autoDraw = True
162.6304 	EXP 	image: autoDraw = True
162.6304 	EXP 	question_text: autoDraw = True
162.6304 	EXP 	slider: autoDraw = True
162.6304 	EXP 	trial_counter_text: autoDraw = True
162.6304 	EXP 	spacebar_text: autoDraw = True
162.6304 	EXP 	slider: markerPos = 1.6041666666666665
162.6411 	EXP 	slider: markerPos = 1.6041666666666665
162.6533 	EXP 	slider: markerPos = 1.6041666666666665
162.6602 	DATA 	Mouse:  Left button up, pos=(818,129)
162.6706 	EXP 	slider: markerPos = 1.6041666666666665
162.6875 	EXP 	slider: markerPos = 1.6041666666666665
162.7439 	DATA 	Mouse: Left button down, pos=(818,129)
162.7555 	EXP 	New trial (rep=0, index=66): {'item_no': 13, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '13cs', 'file_path': 'images/pointed_maps_images/13cs.jpeg'}
162.7727 	DATA 	Keypress: space
162.7823 	EXP 	sentence_text: autoDraw = False
162.7823 	EXP 	image: autoDraw = False
162.7823 	EXP 	question_text: autoDraw = False
162.7823 	EXP 	slider: autoDraw = False
162.7823 	EXP 	trial_counter_text: autoDraw = False
162.7823 	EXP 	spacebar_text: autoDraw = False
162.7823 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
162.7823 	EXP 	image: image = 'images/pointed_maps_images/13cs.jpeg'
162.7823 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
162.7823 	EXP 	slider: markerPos = None
162.7823 	EXP 	slider: markerPos = None
162.7823 	EXP 	trial_counter_text: height = 0.025
162.7823 	EXP 	trial_counter_text: height = 0.025
162.7823 	EXP 	trial_counter_text: height = 0.025
162.7823 	EXP 	trial_counter_text: text = 'Trial 67 of 80'
162.7823 	EXP 	sentence_text: autoDraw = True
162.7823 	EXP 	image: autoDraw = True
162.7823 	EXP 	question_text: autoDraw = True
162.7823 	EXP 	slider: autoDraw = True
162.7823 	EXP 	trial_counter_text: autoDraw = True
162.7823 	EXP 	spacebar_text: autoDraw = True
162.7823 	EXP 	slider: markerPos = 1.6041666666666665
162.7930 	EXP 	slider: markerPos = 1.6041666666666665
162.8032 	EXP 	slider: markerPos = 1.6041666666666665
162.8206 	EXP 	slider: markerPos = 1.6041666666666665
162.8373 	EXP 	slider: markerPos = 1.6041666666666665
162.8396 	DATA 	Mouse:  Left button up, pos=(818,129)
162.8540 	EXP 	slider: markerPos = 1.6041666666666665
162.9234 	DATA 	Mouse: Left button down, pos=(818,129)
162.9371 	EXP 	slider: markerPos = 1.6041666666666665
