1.3203 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
107.9398 	DATA 	Mouse: Left button down, pos=(1103,743)
107.9640 	EXP 	q1_slider: markerPos = 3.117424242424242
107.9863 	EXP 	q1_slider: markerPos = 3.117424242424242
108.0093 	EXP 	q1_slider: markerPos = 3.117424242424242
108.0311 	EXP 	q1_slider: markerPos = 3.117424242424242
108.0543 	EXP 	q1_slider: markerPos = 3.117424242424242
108.0773 	EXP 	q1_slider: markerPos = 3.117424242424242
108.1021 	EXP 	q1_slider: markerPos = 3.117424242424242
108.1253 	EXP 	q1_slider: markerPos = 3.117424242424242
108.1472 	EXP 	q1_slider: markerPos = 3.117424242424242
108.1705 	EXP 	q1_slider: markerPos = 3.117424242424242
108.1951 	EXP 	q1_slider: markerPos = 3.117424242424242
108.2201 	EXP 	q1_slider: markerPos = 3.117424242424242
108.2201 	EXP 	q2_slider: markerPos = 3.117424242424242
108.2443 	EXP 	q1_slider: markerPos = 3.117424242424242
108.2443 	EXP 	q2_slider: markerPos = 3.117424242424242
108.2661 	EXP 	q1_slider: markerPos = 3.117424242424242
108.2661 	EXP 	q2_slider: markerPos = 3.117424242424242
108.2901 	EXP 	q1_slider: markerPos = 3.117424242424242
108.2901 	EXP 	q2_slider: markerPos = 3.117424242424242
108.3131 	EXP 	q1_slider: markerPos = 3.079545454545454
108.3131 	EXP 	q2_slider: markerPos = 3.079545454545454
108.3372 	EXP 	q1_slider: markerPos = 3.0416666666666665
108.3372 	EXP 	q2_slider: markerPos = 3.0416666666666665
108.3611 	EXP 	q1_slider: markerPos = 3.0132575757575752
108.3611 	EXP 	q2_slider: markerPos = 2.9943181818181817
108.3859 	EXP 	q1_slider: markerPos = 2.9753787878787876
108.3859 	EXP 	q2_slider: markerPos = 2.9753787878787876
108.4103 	EXP 	q1_slider: markerPos = 2.965909090909091
108.4103 	EXP 	q2_slider: markerPos = 2.9564393939393936
108.4319 	EXP 	q1_slider: markerPos = 2.946969696969697
108.4319 	EXP 	q2_slider: markerPos = 2.946969696969697
108.4551 	EXP 	q1_slider: markerPos = 2.9375
108.4551 	EXP 	q2_slider: markerPos = 2.9375
108.4780 	EXP 	q1_slider: markerPos = 2.9280303030303028
108.4780 	EXP 	q2_slider: markerPos = 2.9280303030303028
108.5031 	EXP 	q1_slider: markerPos = 2.918560606060606
108.5031 	EXP 	q2_slider: markerPos = 2.918560606060606
108.5031 	EXP 	q5_slider: markerPos = 2.918560606060606
108.5289 	EXP 	q1_slider: markerPos = 2.918560606060606
108.5289 	EXP 	q2_slider: markerPos = 2.918560606060606
108.5289 	EXP 	q5_slider: markerPos = 2.918560606060606
108.5541 	EXP 	q1_slider: markerPos = 2.9090909090909087
108.5541 	EXP 	q2_slider: markerPos = 2.9090909090909087
108.5541 	EXP 	q5_slider: markerPos = 2.899621212121212
108.5801 	EXP 	q1_slider: markerPos = 2.899621212121212
108.5801 	EXP 	q2_slider: markerPos = 2.8901515151515147
108.5801 	EXP 	q5_slider: markerPos = 2.8901515151515147
108.6062 	EXP 	q1_slider: markerPos = 2.8901515151515147
108.6062 	EXP 	q2_slider: markerPos = 2.8901515151515147
108.6062 	EXP 	q5_slider: markerPos = 2.880681818181818
108.6310 	EXP 	q1_slider: markerPos = 2.880681818181818
108.6310 	EXP 	q2_slider: markerPos = 2.880681818181818
108.6310 	EXP 	q5_slider: markerPos = 2.880681818181818
108.6564 	EXP 	q1_slider: markerPos = 2.880681818181818
108.6564 	EXP 	q2_slider: markerPos = 2.880681818181818
108.6564 	EXP 	q5_slider: markerPos = 2.880681818181818
108.6812 	EXP 	q1_slider: markerPos = 2.880681818181818
108.6812 	EXP 	q2_slider: markerPos = 2.880681818181818
108.6812 	EXP 	q5_slider: markerPos = 2.880681818181818
108.7075 	EXP 	q1_slider: markerPos = 2.880681818181818
108.7075 	EXP 	q2_slider: markerPos = 2.880681818181818
108.7075 	EXP 	q5_slider: markerPos = 2.880681818181818
108.7313 	EXP 	q1_slider: markerPos = 2.880681818181818
108.7313 	EXP 	q2_slider: markerPos = 2.880681818181818
108.7313 	EXP 	q5_slider: markerPos = 2.880681818181818
108.7563 	EXP 	q1_slider: markerPos = 2.880681818181818
108.7563 	EXP 	q2_slider: markerPos = 2.880681818181818
108.7563 	EXP 	q5_slider: markerPos = 2.880681818181818
108.7794 	EXP 	q1_slider: markerPos = 2.880681818181818
108.7794 	EXP 	q2_slider: markerPos = 2.880681818181818
108.7794 	EXP 	q5_slider: markerPos = 2.880681818181818
108.8051 	EXP 	q1_slider: markerPos = 2.880681818181818
108.8051 	EXP 	q2_slider: markerPos = 2.880681818181818
108.8051 	EXP 	q5_slider: markerPos = 2.880681818181818
108.8315 	EXP 	q1_slider: markerPos = 2.880681818181818
108.8315 	EXP 	q2_slider: markerPos = 2.880681818181818
108.8315 	EXP 	q5_slider: markerPos = 2.880681818181818
108.8571 	EXP 	q1_slider: markerPos = 2.880681818181818
108.8571 	EXP 	q2_slider: markerPos = 2.880681818181818
108.8571 	EXP 	q5_slider: markerPos = 2.880681818181818
108.8740 	DATA 	Mouse:  Left button up, pos=(1077,121)
108.8817 	EXP 	q1_slider: markerPos = 2.880681818181818
108.8817 	EXP 	q2_slider: markerPos = 2.880681818181818
108.8817 	EXP 	q5_slider: markerPos = 3.0
108.9031 	EXP 	q1_slider: markerPos = 3.0
108.9031 	EXP 	q2_slider: markerPos = 3.0
109.4266 	DATA 	Mouse: Left button down, pos=(1079,322)
109.4535 	EXP 	q4_slider: markerPos = 2.899621212121212
109.4779 	EXP 	q4_slider: markerPos = 2.899621212121212
109.5021 	EXP 	q4_slider: markerPos = 2.899621212121212
109.5071 	DATA 	Mouse:  Left button up, pos=(1079,322)
109.5251 	EXP 	q4_slider: markerPos = 3.0
109.9076 	DATA 	Mouse: Left button down, pos=(1089,438)
110.0260 	DATA 	Mouse:  Left button up, pos=(1089,438)
110.3930 	DATA 	Mouse: Left button down, pos=(1090,464)
110.4221 	EXP 	q3_slider: markerPos = 3.0037878787878785
110.4448 	EXP 	q3_slider: markerPos = 3.0037878787878785
110.4700 	EXP 	q3_slider: markerPos = 3.0037878787878785
110.4907 	DATA 	Mouse:  Left button up, pos=(1090,464)
110.4960 	EXP 	q3_slider: markerPos = 3.0037878787878785
110.5188 	EXP 	q3_slider: markerPos = 3.0
110.6428 	DATA 	Keypress: space
110.6544 	EXP 	Imported wenqi_instructions.csv as conditions, 8 conditions, 5 params
110.6547 	EXP 	Created sequence: sequential, trialTypes=8, nReps=1, seed=None
110.6549 	EXP 	New trial (rep=0, index=0): OrderedDict([('slide_text', 'Slide 1 of 8'), ('instruction', 'This experiment is about using information to make decisions. Each trial will look similar to this:'), ('triangle_pos', 10.0), ('arrow_posy', 10.0), ('arrow_posx', 10.0)])
110.6767 	EXP 	literacy_top: autoDraw = False
110.6767 	EXP 	questions_text: autoDraw = False
110.6767 	EXP 	q1_slider: autoDraw = False
110.6767 	EXP 	q2_slider: autoDraw = False
110.6767 	EXP 	q3_slider: autoDraw = False
110.6767 	EXP 	q4_slider: autoDraw = False
110.6767 	EXP 	q5_slider: autoDraw = False
110.6767 	EXP 	slide_number: height = 0.025
110.6767 	EXP 	slide_number: height = 0.025
110.6767 	EXP 	slide_number: height = 0.025
110.6767 	EXP 	slide_number: text = 'Slide 1 of 8'
110.6767 	EXP 	instruction_text: height = 0.04
110.6767 	EXP 	instruction_text: height = 0.04
110.6767 	EXP 	instruction_text: height = 0.04
110.6767 	EXP 	instruction_text: text = 'This experiment is about using information to make decisions. Each trial will look similar to this:'
110.6767 	EXP 	slide_number: autoDraw = True
110.6767 	EXP 	instruction_text: autoDraw = True
110.6767 	EXP 	spacebar_3: autoDraw = True
110.6767 	EXP 	instruction_image: autoDraw = True
110.6767 	EXP 	EXsentence1: autoDraw = True
110.6767 	EXP 	question_text_2: autoDraw = True
110.6767 	EXP 	slider_image: autoDraw = True
110.6767 	EXP 	triangle: autoDraw = True
110.6767 	EXP 	arrow: autoDraw = True
112.2268 	DATA 	Keypress: space
115.0054 	EXP 	New trial (rep=0, index=1): OrderedDict([('slide_text', 'Slide 2 of 8'), ('instruction', 'First, you should read the text above the image.'), ('triangle_pos', 10.0), ('arrow_posy', 0.15), ('arrow_posx', -0.55)])
115.0155 	DATA 	Keypress: space
115.0219 	EXP 	slide_number: autoDraw = False
115.0219 	EXP 	instruction_text: autoDraw = False
115.0219 	EXP 	spacebar_3: autoDraw = False
115.0219 	EXP 	instruction_image: autoDraw = False
115.0219 	EXP 	EXsentence1: autoDraw = False
115.0219 	EXP 	question_text_2: autoDraw = False
115.0219 	EXP 	slider_image: autoDraw = False
115.0219 	EXP 	triangle: autoDraw = False
115.0219 	EXP 	arrow: autoDraw = False
115.0219 	EXP 	slide_number: height = 0.025
115.0219 	EXP 	slide_number: height = 0.025
115.0219 	EXP 	slide_number: height = 0.025
115.0219 	EXP 	slide_number: text = 'Slide 2 of 8'
115.0219 	EXP 	instruction_text: height = 0.04
115.0219 	EXP 	instruction_text: height = 0.04
115.0219 	EXP 	instruction_text: height = 0.04
115.0219 	EXP 	instruction_text: text = 'First, you should read the text above the image.'
115.0219 	EXP 	slide_number: autoDraw = True
115.0219 	EXP 	instruction_text: autoDraw = True
115.0219 	EXP 	spacebar_3: autoDraw = True
115.0219 	EXP 	instruction_image: autoDraw = True
115.0219 	EXP 	EXsentence1: autoDraw = True
115.0219 	EXP 	question_text_2: autoDraw = True
115.0219 	EXP 	slider_image: autoDraw = True
115.0219 	EXP 	triangle: autoDraw = True
115.0219 	EXP 	arrow: autoDraw = True
115.4597 	DATA 	Keypress: space
115.6257 	DATA 	Keypress: space
115.7924 	DATA 	Keypress: space
115.9765 	DATA 	Keypress: space
116.1586 	DATA 	Keypress: space
116.3429 	DATA 	Keypress: space
116.5092 	DATA 	Keypress: space
116.6935 	DATA 	Keypress: space
116.8605 	DATA 	Keypress: space
117.0224 	EXP 	New trial (rep=0, index=2): OrderedDict([('slide_text', 'Slide 3 of 8'), ('instruction', 'Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.'), ('triangle_pos', 10.0), ('arrow_posy', -0.075), ('arrow_posx', -0.24)])
117.0387 	DATA 	Keypress: space
117.0426 	EXP 	slide_number: autoDraw = False
117.0426 	EXP 	instruction_text: autoDraw = False
117.0426 	EXP 	spacebar_3: autoDraw = False
117.0426 	EXP 	instruction_image: autoDraw = False
117.0426 	EXP 	EXsentence1: autoDraw = False
117.0426 	EXP 	question_text_2: autoDraw = False
117.0426 	EXP 	slider_image: autoDraw = False
117.0426 	EXP 	triangle: autoDraw = False
117.0426 	EXP 	arrow: autoDraw = False
117.0426 	EXP 	slide_number: height = 0.025
117.0426 	EXP 	slide_number: height = 0.025
117.0426 	EXP 	slide_number: height = 0.025
117.0426 	EXP 	slide_number: text = 'Slide 3 of 8'
117.0426 	EXP 	instruction_text: height = 0.04
117.0426 	EXP 	instruction_text: height = 0.04
117.0426 	EXP 	instruction_text: height = 0.04
117.0426 	EXP 	instruction_text: text = 'Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.'
117.0426 	EXP 	slide_number: autoDraw = True
117.0426 	EXP 	instruction_text: autoDraw = True
117.0426 	EXP 	spacebar_3: autoDraw = True
117.0426 	EXP 	instruction_image: autoDraw = True
117.0426 	EXP 	EXsentence1: autoDraw = True
117.0426 	EXP 	question_text_2: autoDraw = True
117.0426 	EXP 	slider_image: autoDraw = True
117.0426 	EXP 	triangle: autoDraw = True
117.0426 	EXP 	arrow: autoDraw = True
117.1930 	DATA 	Keypress: space
117.3598 	DATA 	Keypress: space
117.5258 	DATA 	Keypress: space
117.7101 	DATA 	Keypress: space
117.8933 	DATA 	Keypress: space
118.0589 	DATA 	Keypress: space
118.2262 	DATA 	Keypress: space
118.4089 	DATA 	Keypress: space
118.6091 	DATA 	Keypress: space
118.8103 	DATA 	Keypress: space
118.9762 	DATA 	Keypress: space
119.1436 	DATA 	Keypress: space
119.1558 	EXP 	New trial (rep=0, index=3): OrderedDict([('slide_text', 'Slide 4 of 8'), ('instruction', 'Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.)'), ('triangle_pos', 10.0), ('arrow_posy', -0.075), ('arrow_posx', -0.24)])
119.1735 	EXP 	slide_number: autoDraw = False
119.1735 	EXP 	instruction_text: autoDraw = False
119.1735 	EXP 	spacebar_3: autoDraw = False
119.1735 	EXP 	instruction_image: autoDraw = False
119.1735 	EXP 	EXsentence1: autoDraw = False
119.1735 	EXP 	question_text_2: autoDraw = False
119.1735 	EXP 	slider_image: autoDraw = False
119.1735 	EXP 	triangle: autoDraw = False
119.1735 	EXP 	arrow: autoDraw = False
119.1735 	EXP 	slide_number: height = 0.025
119.1735 	EXP 	slide_number: height = 0.025
119.1735 	EXP 	slide_number: height = 0.025
119.1735 	EXP 	slide_number: text = 'Slide 4 of 8'
119.1735 	EXP 	instruction_text: height = 0.04
119.1735 	EXP 	instruction_text: height = 0.04
119.1735 	EXP 	instruction_text: height = 0.04
119.1735 	EXP 	instruction_text: text = 'Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.)'
119.1735 	EXP 	slide_number: autoDraw = True
119.1735 	EXP 	instruction_text: autoDraw = True
119.1735 	EXP 	spacebar_3: autoDraw = True
119.1735 	EXP 	instruction_image: autoDraw = True
119.1735 	EXP 	EXsentence1: autoDraw = True
119.1735 	EXP 	question_text_2: autoDraw = True
119.1735 	EXP 	slider_image: autoDraw = True
119.1735 	EXP 	triangle: autoDraw = True
119.1735 	EXP 	arrow: autoDraw = True
119.3271 	DATA 	Keypress: space
119.5090 	DATA 	Keypress: space
119.6758 	DATA 	Keypress: space
119.8434 	DATA 	Keypress: space
120.0438 	DATA 	Keypress: space
120.2091 	DATA 	Keypress: space
120.3763 	DATA 	Keypress: space
120.5439 	DATA 	Keypress: space
120.7433 	DATA 	Keypress: space
120.9763 	DATA 	Keypress: space
133.3556 	EXP 	New trial (rep=0, index=4): OrderedDict([('slide_text', 'Slide 5 of 8'), ('instruction', 'Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.'), ('triangle_pos', 10.0), ('arrow_posy', -0.28), ('arrow_posx', -0.53)])
133.3717 	DATA 	Keypress: space
133.3758 	EXP 	slide_number: autoDraw = False
133.3758 	EXP 	instruction_text: autoDraw = False
133.3758 	EXP 	spacebar_3: autoDraw = False
133.3758 	EXP 	instruction_image: autoDraw = False
133.3758 	EXP 	EXsentence1: autoDraw = False
133.3758 	EXP 	question_text_2: autoDraw = False
133.3758 	EXP 	slider_image: autoDraw = False
133.3758 	EXP 	triangle: autoDraw = False
133.3758 	EXP 	arrow: autoDraw = False
133.3758 	EXP 	slide_number: height = 0.025
133.3758 	EXP 	slide_number: height = 0.025
133.3758 	EXP 	slide_number: height = 0.025
133.3758 	EXP 	slide_number: text = 'Slide 5 of 8'
133.3758 	EXP 	instruction_text: height = 0.04
133.3758 	EXP 	instruction_text: height = 0.04
133.3758 	EXP 	instruction_text: height = 0.04
133.3758 	EXP 	instruction_text: text = 'Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.'
133.3758 	EXP 	slide_number: autoDraw = True
133.3758 	EXP 	instruction_text: autoDraw = True
133.3758 	EXP 	spacebar_3: autoDraw = True
133.3758 	EXP 	instruction_image: autoDraw = True
133.3758 	EXP 	EXsentence1: autoDraw = True
133.3758 	EXP 	question_text_2: autoDraw = True
133.3758 	EXP 	slider_image: autoDraw = True
133.3758 	EXP 	triangle: autoDraw = True
133.3758 	EXP 	arrow: autoDraw = True
133.8438 	DATA 	Keypress: space
134.3428 	DATA 	Keypress: space
134.8602 	DATA 	Keypress: space
135.4555 	EXP 	New trial (rep=0, index=5): OrderedDict([('slide_text', 'Slide 6 of 8'), ('instruction', 'You should move the marker to indicate your response.'), ('triangle_pos', 0.0), ('arrow_posy', -0.36), ('arrow_posx', -0.45)])
135.4683 	DATA 	Keypress: space
135.4724 	EXP 	slide_number: autoDraw = False
135.4724 	EXP 	instruction_text: autoDraw = False
135.4724 	EXP 	spacebar_3: autoDraw = False
135.4724 	EXP 	instruction_image: autoDraw = False
135.4724 	EXP 	EXsentence1: autoDraw = False
135.4724 	EXP 	question_text_2: autoDraw = False
135.4724 	EXP 	slider_image: autoDraw = False
135.4724 	EXP 	triangle: autoDraw = False
135.4724 	EXP 	arrow: autoDraw = False
135.4724 	EXP 	slide_number: height = 0.025
135.4724 	EXP 	slide_number: height = 0.025
135.4724 	EXP 	slide_number: height = 0.025
135.4724 	EXP 	slide_number: text = 'Slide 6 of 8'
135.4724 	EXP 	instruction_text: height = 0.04
135.4724 	EXP 	instruction_text: height = 0.04
135.4724 	EXP 	instruction_text: height = 0.04
135.4724 	EXP 	instruction_text: text = 'You should move the marker to indicate your response.'
135.4724 	EXP 	slide_number: autoDraw = True
135.4724 	EXP 	instruction_text: autoDraw = True
135.4724 	EXP 	spacebar_3: autoDraw = True
135.4724 	EXP 	instruction_image: autoDraw = True
135.4724 	EXP 	EXsentence1: autoDraw = True
135.4724 	EXP 	question_text_2: autoDraw = True
135.4724 	EXP 	slider_image: autoDraw = True
135.4724 	EXP 	triangle: autoDraw = True
135.4724 	EXP 	arrow: autoDraw = True
135.9924 	DATA 	Keypress: space
136.2271 	DATA 	Keypress: space
136.4422 	DATA 	Keypress: space
136.6437 	DATA 	Keypress: space
136.8263 	DATA 	Keypress: space
137.0268 	DATA 	Keypress: space
137.2270 	DATA 	Keypress: space
137.4438 	DATA 	Keypress: space
137.6389 	EXP 	New trial (rep=0, index=6): OrderedDict([('slide_text', 'Slide 7 of 8'), ('instruction', 'You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.'), ('triangle_pos', 0.1), ('arrow_posy', -0.36), ('arrow_posx', -0.45)])
137.6531 	DATA 	Keypress: space
137.6573 	EXP 	slide_number: autoDraw = False
137.6573 	EXP 	instruction_text: autoDraw = False
137.6573 	EXP 	spacebar_3: autoDraw = False
137.6573 	EXP 	instruction_image: autoDraw = False
137.6573 	EXP 	EXsentence1: autoDraw = False
137.6573 	EXP 	question_text_2: autoDraw = False
137.6573 	EXP 	slider_image: autoDraw = False
137.6573 	EXP 	triangle: autoDraw = False
137.6573 	EXP 	arrow: autoDraw = False
137.6573 	EXP 	slide_number: height = 0.025
137.6573 	EXP 	slide_number: height = 0.025
137.6573 	EXP 	slide_number: height = 0.025
137.6573 	EXP 	slide_number: text = 'Slide 7 of 8'
137.6573 	EXP 	instruction_text: height = 0.04
137.6573 	EXP 	instruction_text: height = 0.04
137.6573 	EXP 	instruction_text: height = 0.04
137.6573 	EXP 	instruction_text: text = 'You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.'
137.6573 	EXP 	slide_number: autoDraw = True
137.6573 	EXP 	instruction_text: autoDraw = True
137.6573 	EXP 	spacebar_3: autoDraw = True
137.6573 	EXP 	instruction_image: autoDraw = True
137.6573 	EXP 	EXsentence1: autoDraw = True
137.6573 	EXP 	question_text_2: autoDraw = True
137.6573 	EXP 	slider_image: autoDraw = True
137.6573 	EXP 	triangle: autoDraw = True
137.6573 	EXP 	arrow: autoDraw = True
138.0096 	DATA 	Keypress: space
138.2269 	DATA 	Keypress: space
138.4095 	DATA 	Keypress: space
138.6092 	DATA 	Keypress: space
138.8436 	DATA 	Keypress: space
139.0593 	DATA 	Keypress: space
139.2936 	DATA 	Keypress: space
139.5251 	DATA 	Keypress: space
139.7274 	DATA 	Keypress: space
139.7401 	EXP 	New trial (rep=0, index=7): OrderedDict([('slide_text', 'Slide 8 of 8'), ('instruction', 'Press the spacebar to begin the experiment.'), ('triangle_pos', -0.1), ('arrow_posy', 10.0), ('arrow_posx', 10.0)])
139.7550 	EXP 	slide_number: autoDraw = False
139.7550 	EXP 	instruction_text: autoDraw = False
139.7550 	EXP 	spacebar_3: autoDraw = False
139.7550 	EXP 	instruction_image: autoDraw = False
139.7550 	EXP 	EXsentence1: autoDraw = False
139.7550 	EXP 	question_text_2: autoDraw = False
139.7550 	EXP 	slider_image: autoDraw = False
139.7550 	EXP 	triangle: autoDraw = False
139.7550 	EXP 	arrow: autoDraw = False
139.7550 	EXP 	slide_number: height = 0.025
139.7550 	EXP 	slide_number: height = 0.025
139.7550 	EXP 	slide_number: height = 0.025
139.7550 	EXP 	slide_number: text = 'Slide 8 of 8'
139.7550 	EXP 	instruction_text: height = 0.04
139.7550 	EXP 	instruction_text: height = 0.04
139.7550 	EXP 	instruction_text: height = 0.04
139.7550 	EXP 	instruction_text: text = 'Press the spacebar to begin the experiment.'
139.7550 	EXP 	slide_number: autoDraw = True
139.7550 	EXP 	instruction_text: autoDraw = True
139.7550 	EXP 	spacebar_3: autoDraw = True
139.7550 	EXP 	instruction_image: autoDraw = True
139.7550 	EXP 	EXsentence1: autoDraw = True
139.7550 	EXP 	question_text_2: autoDraw = True
139.7550 	EXP 	slider_image: autoDraw = True
139.7550 	EXP 	triangle: autoDraw = True
139.7550 	EXP 	arrow: autoDraw = True
139.9100 	DATA 	Keypress: space
140.1425 	DATA 	Keypress: space
140.3930 	DATA 	Keypress: space
140.6428 	DATA 	Keypress: space
141.3264 	DATA 	Keypress: space
141.7998 	EXP 	Imported all_trials_list.xlsx as conditions, 80 conditions, 7 params
141.8013 	EXP 	Created sequence: random, trialTypes=80, nReps=1, seed=None
141.8016 	EXP 	New trial (rep=0, index=0): {'item_no': 10, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '10cn', 'file_path': 'images/pointed_maps_images/10cn.jpeg'}
141.8339 	DATA 	Keypress: space
141.8675 	EXP 	slide_number: autoDraw = False
141.8675 	EXP 	instruction_text: autoDraw = False
141.8675 	EXP 	spacebar_3: autoDraw = False
141.8675 	EXP 	instruction_image: autoDraw = False
141.8675 	EXP 	EXsentence1: autoDraw = False
141.8675 	EXP 	question_text_2: autoDraw = False
141.8675 	EXP 	slider_image: autoDraw = False
141.8675 	EXP 	triangle: autoDraw = False
141.8675 	EXP 	arrow: autoDraw = False
141.8675 	EXP 	sentence_text: height = 0.029999999999999995
141.8675 	EXP 	sentence_text: height = 0.029999999999999995
141.8675 	EXP 	sentence_text: height = 0.029999999999999995
141.8675 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
141.8675 	EXP 	image: image = 'images/pointed_maps_images/10cn.jpeg'
141.8675 	EXP 	question_text: height = 0.029999999999999995
141.8675 	EXP 	question_text: height = 0.029999999999999995
141.8675 	EXP 	question_text: height = 0.029999999999999995
141.8675 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
141.8675 	EXP 	slider: markerPos = None
141.8675 	EXP 	slider: markerPos = None
141.8675 	EXP 	trial_counter_text: height = 0.025
141.8675 	EXP 	trial_counter_text: height = 0.025
141.8675 	EXP 	trial_counter_text: height = 0.025
141.8675 	EXP 	trial_counter_text: text = 'Trial 1 of 80'
141.8675 	EXP 	sentence_text: autoDraw = True
141.8675 	EXP 	image: autoDraw = True
141.8675 	EXP 	question_text: autoDraw = True
141.8675 	EXP 	slider: autoDraw = True
141.8675 	EXP 	trial_counter_text: autoDraw = True
141.8675 	EXP 	spacebar_text: autoDraw = True
143.1610 	DATA 	Mouse: Left button down, pos=(794,157)
143.1875 	EXP 	slider: markerPos = 1.5541666666666667
143.2040 	EXP 	slider: markerPos = 1.5541666666666667
143.2208 	EXP 	slider: markerPos = 1.5541666666666667
143.2376 	EXP 	slider: markerPos = 1.5541666666666667
143.2542 	EXP 	slider: markerPos = 1.5541666666666667
143.2622 	DATA 	Mouse:  Left button up, pos=(794,157)
143.2709 	EXP 	slider: markerPos = 1.5541666666666667
143.2877 	EXP 	slider: markerPos = 1.5541666666666667
144.5230 	EXP 	New trial (rep=0, index=1): {'item_no': 37, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '17cn', 'file_path': 'images/pointed_maps_images/17cn.jpeg'}
144.5403 	DATA 	Keypress: space
144.5484 	EXP 	sentence_text: autoDraw = False
144.5484 	EXP 	image: autoDraw = False
144.5484 	EXP 	question_text: autoDraw = False
144.5484 	EXP 	slider: autoDraw = False
144.5484 	EXP 	trial_counter_text: autoDraw = False
144.5484 	EXP 	spacebar_text: autoDraw = False
144.5484 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
144.5484 	EXP 	image: image = 'images/pointed_maps_images/17cn.jpeg'
144.5484 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
144.5484 	EXP 	slider: markerPos = None
144.5484 	EXP 	slider: markerPos = None
144.5484 	EXP 	trial_counter_text: height = 0.025
144.5484 	EXP 	trial_counter_text: height = 0.025
144.5484 	EXP 	trial_counter_text: height = 0.025
144.5484 	EXP 	trial_counter_text: text = 'Trial 2 of 80'
144.5484 	EXP 	sentence_text: autoDraw = True
144.5484 	EXP 	image: autoDraw = True
144.5484 	EXP 	question_text: autoDraw = True
144.5484 	EXP 	slider: autoDraw = True
144.5484 	EXP 	trial_counter_text: autoDraw = True
144.5484 	EXP 	spacebar_text: autoDraw = True
144.8263 	DATA 	Mouse: Left button down, pos=(873,140)
144.8538 	EXP 	slider: markerPos = 1.71875
144.8706 	EXP 	slider: markerPos = 1.71875
144.8876 	EXP 	slider: markerPos = 1.71875
144.9036 	EXP 	slider: markerPos = 1.71875
144.9204 	EXP 	slider: markerPos = 1.71875
144.9270 	DATA 	Mouse:  Left button up, pos=(873,140)
144.9374 	EXP 	slider: markerPos = 1.71875
144.9539 	EXP 	slider: markerPos = 1.71875
144.9892 	EXP 	New trial (rep=0, index=2): {'item_no': 20, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '20in', 'file_path': 'images/pointed_maps_images/20in.jpeg'}
145.0052 	DATA 	Keypress: space
145.0131 	EXP 	sentence_text: autoDraw = False
145.0131 	EXP 	image: autoDraw = False
145.0131 	EXP 	question_text: autoDraw = False
145.0131 	EXP 	slider: autoDraw = False
145.0131 	EXP 	trial_counter_text: autoDraw = False
145.0131 	EXP 	spacebar_text: autoDraw = False
145.0131 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
145.0131 	EXP 	image: image = 'images/pointed_maps_images/20in.jpeg'
145.0131 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
145.0131 	EXP 	slider: markerPos = None
145.0131 	EXP 	slider: markerPos = None
145.0131 	EXP 	trial_counter_text: height = 0.025
145.0131 	EXP 	trial_counter_text: height = 0.025
145.0131 	EXP 	trial_counter_text: height = 0.025
145.0131 	EXP 	trial_counter_text: text = 'Trial 3 of 80'
145.0131 	EXP 	sentence_text: autoDraw = True
145.0131 	EXP 	image: autoDraw = True
145.0131 	EXP 	question_text: autoDraw = True
145.0131 	EXP 	slider: autoDraw = True
145.0131 	EXP 	trial_counter_text: autoDraw = True
145.0131 	EXP 	spacebar_text: autoDraw = True
145.2567 	DATA 	Mouse: Left button down, pos=(707,146)
145.2706 	EXP 	slider: markerPos = 1.3729166666666668
145.2875 	EXP 	slider: markerPos = 1.3729166666666668
145.3038 	EXP 	slider: markerPos = 1.3729166666666668
145.3207 	EXP 	slider: markerPos = 1.3729166666666668
